,Summary,Adventure,Angst,Drama,Family,Friendship,Humor,Hurt_Comfort,Romance
14,"CRACK. Facebook is addictive, even to ninja. Uchiha Sasuke is annoyed, Uchiha Karin is sad, and Uzumaki Naruto and Haruno Sakura are now engaged. Confused? The MiniFeed has all the answers.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
15,"Naruto leaves on his three year training trip, and Sakura begins the struggle to improve herself. How much will they have changed when they meet again in one hundred days?",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,"[SasuSaku] Oneshot songfict. She's dying, and all he can do is hold her and watch...",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
17,"His eyes glowed red, as a few tears fell down his cheeks. ""This is my purpose now."" Then he turned, and leapt away. NaruHina, with darkness at first. This is my second fanfic, and i hope you all will enjoy it.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
19,"The male members of Team 7 wish to guard their dear Sakura's virtue from the evils of men. Unfortunately, they make the mistake of assigning Itachi the task in their absence. As it turns out, he's not as asexual as everyone assumed him to be. Non-mass.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
20,One-shot. Naruto hates Konoha. He hates Jiraiya. He knows the truth about everything. What does he do? What anyone else would do in his place. No! Not forgive! Get sweet revenge!,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21,"The story takes place after Naruto fails to bring back Sasuke. New teams and relationships are forged and romance blooms. Known pairings are NaruHina, NejiTen, ShikaTem, SasuSaku. Please R & R and please enjoy.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22,Kakashi is left to care for a wounded Naruto while Sasuke and Sakura rush to complete the mission and get help for their injured comrade. This mission forces them to see the reality that is Naruto. A reality they may not be able to face.,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
23,"Oneshot. AU. Orochimaru takes a genin team. That poor, poor man. 17 moments of spring.",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
24,"He was ten years her senior and liked nothing more than buying her expensive things. He especially liked laying her back against his chest as he sipped vintage thousand-dollar wine as he listened to her talk about her day, running his fingers through her hair, but he wasn't her sugar daddy. Really, he wasn't. ItachixSakura. A whole bunch o' fluff. COMPLETE.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
25,"Temari was a harsh, clever woman, but she loved for simple reasons. [NaruTema]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
26,"""You taught me that there is more to life than blood..."" she said with a weak smile as she struggled to stay conscious. Naruto knew she wasn't to be trifled with right from the start. From her disturbing mutterings to the unsettling composure with which she ended lives. Despite that, he found her utterly fascinating. AU Genderbend. Fem!Gaara x Naruto. GaaNaru",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
27,Uchiha Fugaku and Hyuuga Hiashi watch as several time travelers come back in order to prevent a female Naruto from getting into various relationships.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
28,"She never looks at anything but Naruto, but when she finally catches someone else's eye, Hinata finds that maybe someone's been watching her too.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
29,"Hinata was beautiful and, unfortunately, the rest of the world agreed.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
30,"[Complete] Every several thousand years, the NineTailed Fox lets off an aura irresistible to women, and mates. But now that it's trapped inside Naruto, things are a little more complicated..... [Harem]",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
31,"What might've happened if Sasuke and Naruto found out about a certain ""rebirth"" a few years earlier.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
32,"Two years ago, to escape a neglectful family and unfair prejudices, Naruto ranaway from his Konoha. Now, after a careless mistake, he's found by Jiraiya and is being taken back to the home he hoped to never see again. It's as they say, no good deed goes unpunished. Probable oneshot.",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33,Naruto learns about the Kyuubi at age 7. The demon helps him so much that Naruto becomes an ANBU at the age of 10. As he grows up he faces strong enemies and tries to win Sakura's heart. Now the prey has become the hunter. Full Sum In,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
34,"""Did you hear? Sakura got laid last night. Big time."" In which rumors circulate, Sakura gets laid, and Sasuke is not happy. At all. SasuSaku",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
35,"Sakura is kidnapped,and reunites with Sasuke. She realizes that the Uchiha has changed drastically...and that instead of ridding of his inner demons, they have almost completely taken over him in his thirst for power. SasuSaku",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36,"Something in his eyes told her, it was always you. [SasuSaku. Blank period. Bonus chapters to come.]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
37,"Life was strange and having another life to sort through was even stranger. Other people's memories meant absolutely nothing but they still teach the inexperienced, to help them go through life easier. That didn't help Torito Yuu deal with a life he barely remembers though, it mostly gave him dizzy spells and a companion that was much of an asshole as he was. ReincarnatedOMC, m/m.",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
38,We all know that Iruka only really came around in the Mizuki incident after having been told by the Sandaime how Naruto suffered from being alone. What if Iruka had been a professional through and through? What could the consequences be. One-shot,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,"Naruto becomes fed up with all the cold looks he gets from the villagers, so he becomes Hatake Arashi by using a face mask and dying his hair. With his new persona can he win over the villagers and, more importantly, Sakura?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40,"The Byakugan sees many things, but its possessors are not all seeing, and neither are those of the Sharingan. A blind man and his young Jinchuuriki brother will show them what real sight is. NaruHina.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
41,"Ino and Temari convince Sakura that she's been dating Naruto for years. And that she's in love with her blond friend. There's no way that she could be that dense right?... Right? Also who gave her wine? Narusaku, Fluffy, One-shot.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
42,"In which Sakura wants to be most precious in someone's heart, and Sasuke tries to oblige. Not all love stories are romances because some are better. [sasusaku] [oneshot]",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
43,A jutsu goes wrong and Naruto is turned into a small child with no memory of his teammates. Sasuke is assigned to care for him... Protective!Sasuke and Child!Naruto Eventual Sasu/Naru,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
44,"[SasuNaru] In which Naruto trips over Sasuke, Sasuke turns various different colors, and there is a lot of arguing over the size of crushes. Now with 40 percent more insults!",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
45,"Sakura has put up with her team's lack of hygiene and communication for far too long, and just as she thinks she's bound to be alone in her misery, she finds comfort from a most unexpected source...Kakashi. *COMPLETE!*",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
46,"It’s said that beauty is only skin deep, and that to truly know a person you have to look beneath the flesh to the soul within the casing. SasuNaru. Almost Shounen-ai, but maybe just super-good friends.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
47,"This is a story about Shippuden era, Naruto and Temari being forced into a marriage by the Sand and Leaf village Councils. I know it's been done before but please enjoy it anyways. It will follow the anime/manga pretty closely, though not 100 percent.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
48,Her mission seemed simple: go to the past and prevent the Uchiha Massacre. But now she's thrown into a political world she knows nothing about and has to discover where the darkness truly lies. But her unique position as sole survivor of the Haruno Massacre turns out to be a detriment as suddenly Itachi isn't the only enemy around. And what's this about Kami's? Revised up to Ch.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
49,...and Some Times She Didn't. Or: Shikabane-hime isn't quite so hard to kill. How she finds her way back to her precious people… or doesn't.,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
50,"A prankster, a brainiac, and an avenger. They don't make sense, but they don't have to. [Team Seven Friendship][Oneshot]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
51,"COMPLETE. Orochimaru gets one more chance. Just maybe, it will be enough to save him—and the entire world as well. Part one of A Snake Among the Leaves. JiraOro.",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
52,She said she'll marry him. After 24 hours. [SasuSaku] [complete version],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
53,"“I bet I can drink more than you without puking!” Tsunade was really a horrible influence on Sakura, Sasuke mused. SasuSaku. Oneshot.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
54,What if Kagebunshin wasn't the only jutsu Naruto learned from the Forbidden Scroll? His happy goofy self was just a mask and he is to grow up to be master of all the chakra elements. I give a fox contract instead of the toad. CoolxMature Naruto. NaruHina.,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
55,"A second jutsu in the Forbidden Scroll enables Naruto to become a new man, literally. StrongNaruto. NarutoHarem. Rated for violence, language, and some suggestive references.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
56,"Nami tries to make girl friends in the ninja academy by fan-girl-ing everyone but Sasuke, she fails to find a suitable idol and decides just to fan-girl Naruto for fun. That is until Gaara appears much later in the story, sadly. GaaNamiSasu",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
57,"When Sakura's team refuses to help her and calls her weak, what will happen? Especially when somebody shows up and offers to train her. [SakuIta]",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
58,ItaSaku Ramen-verse Non Massacre AU. Who would have thought that she would gain such approval from his mother just by teaching him how to grocery shop?,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
60,"[AU Non-Mass/Time Travel *complete*] They won the war: Kaguya was sealed, and everyone thought it was over...They were wrong. For Asura and Indra, it should never have come this far, and the brothers were going to make sure it never would...and using all their power, they were going to forge a new path..one that would change the lives of Sakura Haruno and Itachi Uchiha forever.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
61,"Having lost a precious person to the Akatsuki, Uzumaki Naruto plans to take them down, but how?",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
62,"AU OOC Sakua finds an old book with a warning not to leave it open in the dark. When Sakura dose she finds two of the boys from inside the book in her living room, what happens when even more possessive guys come out, all pinning after her?",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
63,"Flashy justu are a sure sign that a ninja's compensating for something else. In conjunction with Sai’s constant comments about Naruto’s size being small, Hinata is forced to intervene with the truth to defend Naruto’s honor. Naruto x Hinata. Humor",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
64,"Nobody said that there really is a second chance at life, that my second chance at life is to grow up as a child soldier in a world that was once fiction. Nobody said that I would be reborn with the fate of being cannon fodder where all I want is to live, to survive. But, I have a friend that helped me, a friend with an unhealthy obsession for purple. (Reincarnated OC)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
65,"[ShikaTema] Temari has a problem: she wants to marry this guy, but he happens to belong to another hidden village. Shikamaru has a problem: he wants his girlfriend in his bed, but she keeps insisting that she lives somewhere else. How to fix this?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
66,"At that day in the Valley of the End, what if Naruto had… won? It's Team Seven, united, and they're not letting anyone mess with them.",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
67,Drabble for SS Month. Inspired by Sakura's necklace in The Last Movie. In which a displeased Sasuke notices the increasing admiring glances Sakura is receiving from the young men of Konoha each time he returns from his travels. And he finally decides to do something about it.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
68,"As a new Anbu, Naruto must take training missions. He's let in on a long held secret in Konoha that may possibly be the longest running prank in village history... Feel free to use idea, just reference me.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
69,"...Fine. If you wanna die so bad, it's your call. But you gotta prove to me you're worth the effort. I'll let you fight my sister... but first, you gotta get through ME. Kankuro x Tenten [finished]",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
70,One shot. Minato and Kushina. Kakashi. Baby Naruto. A moment in an alternate universe.,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
71,"A guide to all things Akatsuki, including our internal rules and regulations. Written by Akatsuki members, for Akatsuki members, and subject to approval by senior management: Pain and Madara. All edits are final. Dispute at your own risk.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
72,"One scheming mother, one reluctant daughter, and twenty hopeful men. It all adds up to a very uncomfortable evening for one Higurashi Kagome. AU.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
73,"AU: On his way home from work one night, Inuyasha witnesses a car accident and makes the decision to pull one of the victims out of what was left of her car. He had no idea that he'd just made a decision that would irrevocably change his life.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
74,Sleight of hand. [KougaKagome] [one-shot],0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
75,Sess/Kag. AU One-Shot. — Rin believes all she and her aloof guardian need is a little feminine touch in their lonely lives. Now she just needs to find it first.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
76,"The inu brothers face fatherhood, war, and the prospect of losing the women they love. Sesshomaru finally realizes the challenges of trying to live in two worlds, the reality of immortality when you love a mortal. RxS, KxI, SxM (Sequel's Up!)",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
77,"IK MS. The final battle with Naraku draws closer. Kagome ponders Inuyasha's feelings for her. One minute it seems like he does care about her, and the next she is sure he doesn't. Inuyasha also wonders if he and Kagome are just friends...",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
78,Love grows as we grow. A girl gives the boy she loves one thousand paper cranes and faces rejection. What isn’t always obvious back then can change. This is their story,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
79,"He was playing outside of a humble tea-house when he saw her. She was claimed by her guardian, and would marry him as soon as he could arrange it, even if she had fallen in love the the minstrel. Oneshot, complete, don't own. Inspired by Gilbert and Sullivan's 'Mikado'. SxK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
80,Kagome and Inuyasha's lives are worlds apart. Inuyasha's a prince and Kagome is just a waitress or is anything like it seems?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
81,You know what they always say assumptions make out of you... watch as Inuyasha finds that out the hard way.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
82,Sess is dumped by Kagura. Inu cheats on Kagome. What will happen when Sess and Kagome meet each other?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
83,"Betrayal of the heart causes drastic changes within a person and to their life in general, Kagome has been betrayed by two people she cared for and left the group to become someone no one expected. OOC and OC all around. Inuyasha, Sango, and Kikyo bashing. No Pairing (I'm sorry).",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
84,Finding the balance between his demon and human instincts in daytoday life is difficult enough. Why would it be any easier in love? Join Inuyasha and company for a lesson in courtship.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
85,"Kagome's two-year-old son is in hysterics after being in a car accident and he won't let the medical professionals get close enough to treat his mother for her injuries. Kagome is at her wit's end trying to console her little boy, but thankfully a handsome silver-haired EMT knows just the trick to calm him down.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
86,"{IYYYHxover} {Kurama-Kagome} pairing. A wounded Kagome is forced home after a wish on the jewel is made. Shattered heart, mind, and body she returns the night before her over protective cousin comes for a visit with some friends. {COMPLETE} ""The stars nev",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
87,Distance didn't matter when a demon sensed danger to his mate. Shippou doubted Time did either.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
88,"Kagome must go undercover as a maid at Inuyashas house, the famous multimillion heir, if she wants to steal the legendary sword belonging to him, her team is the best out there and nothing will stand in their way, even a few letcherous playboys, they hope",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
89,"Sesshoumaru is a perfection-driven workaholic. How cute. His new, dysfunctional stapler hates him. His new, dysfunctional secretary hates him even more...maybe.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
90,"When he asks, Kagome explains to him the story of the young girl in red and the big, bad Wolf. [KagomeKouga] oneshot",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
91,Kagome gets caught trying on Inuyasha's clothes. One-shot.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
92,"Every day he asked her the same question, and every time he got the same answer. Until one day...",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
93,Naraku has kiddnapped Kagome and has tourtured her to the point of death only to be saved by the most unlikely person Sesshoumaru! She soon find's out she's more then a miko she's a...,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
94,He's only alive because fate won't let him die. She's only strong because she's too stubborn to be weak. Will destiny give them a second chance to find completion in each other?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
95,"What if Kagome was born in the Feudal Era? In fact, what if Kagome and Kikyo were sisters? And what if, Kagome met Inuyasha at the same time he met Kikyo? Would Kagome and Inuyasha still fall in love? Or will Kikyo have other ideas? And what about Naraku? Follow Kagome's journey when her big sister Kikyo is given the duty of guarding the Shikon no Tama. (Re-edited February 2016)",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
96,"PG13 mostly for any fight scenes, and for some people's language! 2 years after the defeat of Naraku, when she was sent home by a now-whole Shikon jewel, Kagome is sent back to someone who waited 72 years for her. And It's not Inuyasha!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
97,InuYasha finds Sesshoumaru bleeding to death in the forest and cannot bring himself to kill his older brother. What happened to the noble demon lord and how? I'm no good with summaries. Warning: Yaoi Inucest Disclaimer: I do not own InuYasha or any of the characters!,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
98,What happens when Inuyasha and the gang find a orphaned baby wolf demon and decide to take it to Kougas tribe. What will happen when Kagome and Kouga meet again? Will she finally make the right choice and was it all fate? I am horrible at summaries sorra,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
99,"A matchmaking demoness unleashes a love potion on everyone with shocking results! SessKag, IYKikyou, MS pairings and other chaos! Completed!",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
100,"Kagome use to be the ""ugly duckling"" in her perfect little family. She was always taunted & under the shadow of her older sister. A chance arises for her to go abroad & she takes the offer. She's back & ready for revenge. WARNING: OLD STORY/CHAR. BASHING",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
101,Response to XxUnknownXxXEntityxX's Chibi Challenge. Sesshoumaru takes in a new pet.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
102,"Oneshot. Inuyasha has gone youkai once again, and, again, Kagome is the only one to approach him.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
103,"A day in the life of modern Sesshoumaru Taisho. Father, husband, businessman – nanny? Now wait just a minute...AU, S/K",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
104,"Kikyou and Inuyasha had it all. They were Hollywood royalty, an acting pair for the generations. And then they went bust in epic fashion. But the Hollywood machine keeps rolling on. It's up to press agents Miroku and Sango, as well as Kikyou's lovelorn younger sister (and assistant) Kagome, to get the It Couple back together for the cameras in time for awards season! COMPLETE!",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
105,"On my wedding day I expected family and friends to be there, crying and laughing with me. I didn't expect the church to be filled with cell phones, beepers and men I didn't know. And I didn't expect to fall in love, especially not with my groom's brother!",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
106,"Kagome finds out something devastating that takes away her wishes to return to the Sengoku Jidai. Meanwhile, her mysterious decision brings unsuspected opportunities for Sango and Inuyasha. COMPLETE. [InuSan]",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
107,[MK] Kagome leaves the Feudal Era behind along with a smoking crater of a hanyou. But dreams plague her with darkness and a horrible feeling of imminent death... [complete],0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
108,AU Kagome Higurashi has been abused by her alcoholic father ever since her mother and baby brother died in a car accident. That was seven years ago. Is Kagome doomed to this fate forever? Or will a certain halfbreed find the will to help her?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
109,"Kagome moves in right next door to Inuyasha, and right away Inuyasha likes her. They go threw some interesting situations. Collage is coming up after summer, and they are going to the same one. Will love bloom? Read and find out!",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
110,[oneshot] A little treat for Halloween. Kagome explains the concept of Trick or Treat to Miroku. Short and sweet. Winner IYFG's 4th Quarter 2006 Best ShortShort.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
111,"When Kagome unknowingly agrees to marry a wealthy village lord, her only way out is a whopping lie involving a certain red-clad half-demon. She just never expected him to play along. InuKag, oneshot",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
112,"When Kagome is knocked unconscious, she wakes up in an alternate timeline where she met Sesshomaru before Inuyasha. And that's not the only thing that is different. (SESSKAG oneshot)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
113,"A SessKag romance. Hopefully not too cliche no kikinu, Kag kidapping, sudden relationships, etc. One debt upon another may bring Sess and Kag closer... Until it is not only honor that binds them...",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
114,"One day he said to Kagome, Believe me when this Sesshomaru says he actually does...Sess X Kag",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
115,"Katsumi Dubois thought she was just your average American girl, until she visited a certain Japanese shrine. Join Katsumi on her journey through feudal Japan with Inuyasha and the gang!",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
116,"YYH IY crossover. Kagome lost her family in a fire and now she must live with her father at Kyoto where she meets her step brother, Kurama! Hiei and Kagome pairing. [COMPLETE]Don't miss my Christmas Special!",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
117,"a witch has placed a curse on Inuyasha, and now he has gone back, and is a child. And what does Sesshoumaru have to do with this? Romance later, no yaoi",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
118,"(Complete) The title says it all. Ruefully coming to terms with Miroku's womanizing, Sango prepares to embark on a future that doesn't include him. But Miroku has no intention of letting her go, and fesses up to an unlikely secret that leaves her shocked",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
119,"Sesshomaru's eyebrow twitched in irritation and he pulled her close saying, Kagome's mine and I don't share. Sess X Kag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
120,"COMPLETE **New Alternate Ending Added** Inuyasha has been locked in an Insane Asylum for a long time. He is unable to hear at all, but what happens when a strange girl stumbles upon him, and he can hear her perfectly?",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
121,Naraku visits Kagome and turns her into a dog and makes it look like Kagome was attacked. Shippo and Miroku find the dog and take it in. Inuyasha gets edgy around her every now and then. It sucks because it's around mating season. Inu&Kago,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,"Much like a stone on the shore, the endless tides of time and loss are enough to soften any sharp edges. Adrift in this relentless push and pull, perhaps all Sesshoumaru needs is a soft place to land. SessKag drabble series.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
123,"A not so typical slave story. POST MANGA. Brother fic. NONYAOI. Inukag. A long One Shot. WINNER-Best Dark Fic/Horror, IY Fan Guild, 4th Quarter 2009!",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
124,"[COMPLETE] Sesshoumaru forms a friendship with Midoriko, the young woman who creates the Shikon no Tama, & becomes involved in a battle against a veiled foe...centuries later, a threat resurfaces to target himself & Rin, & he must find a way to destroy it",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
125,"Sesshomaru finds Kagome in a cave, with Inuyasha no where to be found. Seeing as she is heartbroken, he allows her to follow him. It's amazing what a little time can do to someone as cold as him. SessxKag",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
126,"Nothing says love like caring for your friend when she's sick. Just because you like holding her doesn't mean you like her, right? And you make soup for everyone. All the time. Too bad Inuyasha can lie about as well as he stays healthy. InuKag, OneShot.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
127,"Sesshoumaru had liked to be touched, but if it were the miko doing the touching he just might make an exception.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
128,Kagome finds herself being held by Inuyasha when she wakes up. Using his body and the fire rat to keep her warm in the night. He had never done such act before and it makes her think about the future. About her and him together. (one shot),0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
129,[AU] An unexpected encounter with Sesshoumaru leads Kagome to a new understanding of the youkai lord. Perhaps first impressions aren't always true. [This story comes before Full Circle.],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
